2800;Komárom-Esztergom;Tatabánya; Szent Borbála tér 6/b.;47.5647;18.3982;Hétfő 5:00-18:00|Kedd 5:00-18:00|Szerda 5:00-18:00|Csütörtök 5:00-18:00|Péntek 5:00-18:00|Szombat 8:00-16:00|Vasárnap 8:00-12:00
2890;Komárom-Esztergom;Tata; Keszthelyi HRSZ. 1440/09.;47.648;18.3286;Hétfő 5:00-22:00|Kedd 5:00-22:00|Szerda 5:00-22:00|Csütörtök 5:00-22:00|Péntek 5:00-22:00|Szombat 5:00-22:00|Vasárnap 5:00-22:00
7800;Baranya;Kisharsány;Felszabadulás utca 24.;45.8594;18.282;Hétfő 5:00-21:00|Kedd 5:00-21:00|Szerda 5:00-21:00|Csütörtök 5:00-21:00|Péntek 5:00-21:00|Szombat 6:00-20:00|Vasárnap 6:00-12:00
9330;Győr-Moson-Sopron;Kapuvár;Kossuth Lajos utca 37.;47.5909;17.0396;Hétfő 6:00-22:00|Kedd 6:00-22:00|Szerda 6:00-22:00|Csütörtök 6:00-22:00|Péntek 6:00-22:00|Szombat 6:00-22:00|Vasárnap 6:00-22:00
9371;Győr-Moson-Sopron;Vitnyéd;Fő utca 44.;47.586;16.9891;Hétfő 6:00-20:00|Kedd 6:00-20:00|Szerda 6:00-20:00|Csütörtök 6:00-20:00|Péntek 6:00-20:00|Szombat 6:00-20:00|Vasárnap 6:00-20:00
9371;Győr-Moson-Sopron;Vitnyéd;Fő utca 44.;46.6012;17.6211;Hétfő 5:30-17:00|Kedd 5:30-17:00|Szerda 5:30-17:00|Csütörtök 5:30-17:00|Péntek 5:30-17:00|Szombat 5:30-17:00|Vasárnap 7:00-11:00
9330;Győr-Moson-Sopron;Kapuvár;Bercsényi utca 63.;47.5909;17.0396;Hétfő 6:00-22:00|Kedd 6:00-22:00|Szerda 6:00-22:00|Csütörtök 6:00-22:00|Péntek 6:00-22:00|Szombat 6:00-22:00|Vasárnap 6:00-22:00
6100;Bács-Kiskun;Kiskunfélegyháza;Dr. Holló Lajos utca 5.;46.7105;19.8439;Hétfő 5:00-22:00|Kedd 5:00-22:00|Szerda 5:00-22:00|Csütörtök 5:00-22:00|Péntek 5:00-23:00|Szombat 6:00-23:00|Vasárnap 6:00-14:00
6100;Bács-Kiskun;Kiskunfélegyháza;Dr. Holló Lajos utca 5.;46.7146;19.8497;Hétfő 5:00-23:30|Kedd 5:00-23:30|Szerda 5:00-23:30|Csütörtök 5:00-23:30|Péntek 5:00-23:30|Szombat 7:00-24:00|Vasárnap 0:00-17:00
8000;Fejér;Székesfehérvár;József Attila utca 27.;47.193482;18.423483;Hétfő 5:00-22:00|Kedd 5:00-22:00|Szerda 5:00-22:00|Csütörtök 5:00-22:00|Péntek 5:00-22:00|Szombat 5:00-22:00|Vasárnap 6:30-22:00
8000;Fejér;Székesfehérvár;Budai utca 80.;47.193482;18.423483;Hétfő 5:00-22:00|Kedd 5:00-22:00|Szerda 5:00-22:00|Csütörtök 5:00-22:00|Péntek 5:00-22:00|Szombat 5:00-22:00|Vasárnap 6:30-22:00
8000;Fejér;Székesfehérvár; Bátky Zsigmond 1.;47.193482;18.423483;Hétfő 5:00-22:00|Kedd 5:00-22:00|Szerda 5:00-22:00|Csütörtök 5:00-22:00|Péntek 5:00-22:00|Szombat 5:00-22:00|Vasárnap 6:30-22:00
8000;Fejér;Székesfehérvár; Hrsz. 7617/16.;47.193482;18.423483;Hétfő 5:00-22:00|Kedd 5:00-22:00|Szerda 5:00-22:00|Csütörtök 5:00-22:00|Péntek 5:00-22:00|Szombat 5:00-22:00|Vasárnap 6:30-22:00
8000;Fejér;Székesfehérvár; Budai út 169.;47.193482;18.423483;Hétfő 5:00-22:00|Kedd 5:00-22:00|Szerda 5:00-22:00|Csütörtök 5:00-22:00|Péntek 5:00-22:00|Szombat 5:00-22:00|Vasárnap 6:30-22:00
8000;Fejér;Székesfehérvár;Eszperantó tér 38/7.;47.193482;18.423483;Hétfő 5:00-22:00|Kedd 5:00-22:00|Szerda 5:00-22:00|Csütörtök 5:00-22:00|Péntek 5:00-22:00|Szombat 5:00-22:00|Vasárnap 6:30-22:00
8111;Fejér;Seregélyes;Fő út 194.;47.1091;18.5827;Hétfő 6:00-18:00|Kedd 6:00-18:00|Szerda 6:00-18:00|Csütörtök 6:00-18:00|Péntek 6:00-18:00|Szombat 6:00-18:00|Vasárnap 6:00-18:00
8111;Fejér;Seregélyes;Fő út 194.;47.1091;18.5827;Hétfő 6:00-18:00|Kedd 6:00-18:00|Szerda 6:00-18:00|Csütörtök 6:00-18:00|Péntek 6:00-18:00|Szombat 6:00-18:00|Vasárnap 6:00-18:00
1119;Pest;Budapest; Etele 65. fszt. 4.;47.489065;19.259249;Hétfő 05:00-20:30|Kedd 05:00-20:30|Szerda 05:00-20:30|Csütörtök 05:00-20:30|Péntek 05:00-20:30|Szombat 0:00-24:01|Vasárnap 06:00-12:00
